fixture_id,season_id,competition_id,actual_result,actual_score,v4_p_h,v4_p_d,v4_p_a,e10_p_h,e10_p_d,e10_p_a,abs_elo_diff,lambda_home,lambda_away
12536846,2745,477,A,0-1,0.3929,0.2522,0.3548,0.3821,0.2738,0.3441,121.4,1.445,1.361
12536850,2894,499,H,2-1,0.4359,0.2595,0.3046,0.426,0.2792,0.2948,173.4,1.453,1.171
12536899,2858,419,H,4-0,0.6587,0.2037,0.1376,0.651,0.2192,0.1298,317.7,2.003,0.785
12536989,2748,200,A,0-1,0.418,0.2559,0.3261,0.3923,0.3037,0.304,14.6,1.457,1.257
12536991,2894,499,H,4-0,0.2961,0.2485,0.4554,0.2755,0.296,0.4286,2.1,1.222,1.575
12537007,2858,419,H,5-1,0.4889,0.2753,0.2358,0.4778,0.297,0.2252,138.2,1.381,0.868
12705917,2894,499,A,0-2,0.2394,0.2373,0.5233,0.2249,0.273,0.502,54.3,1.093,1.732
12705918,2894,499,D,2-2,0.5251,0.2367,0.2382,0.5102,0.2632,0.2266,85.7,1.739,1.092
12705971,2894,499,H,1-0,0.4519,0.2617,0.2864,0.4404,0.2842,0.2754,122.0,1.453,1.101
12705984,2858,419,H,1-0,0.3236,0.2592,0.4173,0.3017,0.3065,0.3918,21.8,1.226,1.428
12911272,2745,477,A,0-1,0.6007,0.215,0.1843,0.5914,0.2327,0.1758,132.6,1.961,0.986
12911305,2748,200,H,1-0,0.6335,0.1948,0.1718,0.6264,0.209,0.1647,259.7,2.215,1.068
12911311,2858,419,H,2-1,0.5576,0.2427,0.1998,0.5484,0.2611,0.1906,195.4,1.67,0.891
12980570,2747,423,H,2-1,0.3993,0.266,0.3347,0.3765,0.3095,0.314,41.4,1.345,1.208
12980731,2858,419,H,2-1,0.2847,0.2638,0.4515,0.2653,0.3081,0.4265,39.4,1.083,1.436
12980812,2894,499,H,1-0,0.8725,0.0877,0.0398,0.8692,0.0942,0.0365,428.9,3.296,0.632
12980966,2745,477,H,4-1,0.4108,0.2605,0.3288,0.3955,0.29,0.3146,82.8,1.407,1.231
12980967,2745,477,A,0-1,0.5709,0.2216,0.2075,0.5626,0.2382,0.1991,161.5,1.906,1.06
12980968,2745,477,D,2-2,0.2727,0.2498,0.4775,0.2605,0.2764,0.4631,90.6,1.134,1.583
12981052,2745,477,D,2-2,0.8642,0.0885,0.0473,0.8611,0.0947,0.0442,424.0,3.469,0.781
12981054,2745,477,H,3-0,0.4177,0.2506,0.3317,0.395,0.2933,0.3117,32.9,1.504,1.313
12981501,2747,423,A,0-2,0.1328,0.1836,0.6836,0.1221,0.2221,0.6559,25.4,0.884,2.255
12981522,2747,423,A,1-2,0.3559,0.2539,0.3902,0.3365,0.2937,0.3699,45.0,1.35,1.425
12981525,2747,423,H,2-0,0.6724,0.1946,0.1329,0.665,0.2094,0.1255,341.0,2.102,0.809
12981532,2747,423,A,0-2,0.3271,0.2666,0.4063,0.3099,0.3027,0.3873,63.9,1.184,1.352
12981776,2858,419,A,2-3,0.3119,0.2663,0.4218,0.2923,0.309,0.3987,44.6,1.146,1.378
12981875,2748,200,H,1-0,0.9046,0.065,0.0304,0.9023,0.0696,0.0281,449.2,3.86,0.707
12982035,2894,499,H,1-0,0.7134,0.1703,0.1163,0.707,0.183,0.11,317.4,2.384,0.854
12982134,2745,477,H,3-1,0.3629,0.2452,0.3919,0.3413,0.2893,0.3693,17.4,1.442,1.507
12982155,2747,423,H,4-2,0.6492,0.1883,0.1625,0.6424,0.2019,0.1557,265.2,2.29,1.062
12982164,2858,419,A,0-4,0.0967,0.1643,0.739,0.0904,0.1768,0.7328,213.4,0.727,2.365
12982373,2894,499,A,1-2,0.1388,0.198,0.6632,0.1312,0.213,0.6557,231.4,0.827,2.077
12982377,2748,200,H,2-1,0.4519,0.2477,0.3004,0.4426,0.2664,0.291,170.6,1.579,1.242
12982394,2858,419,H,4-1,0.5354,0.2395,0.2252,0.5262,0.2577,0.2161,254.3,1.708,1.019
13248801,2894,499,D,1-1,0.7132,0.1716,0.1153,0.7067,0.1845,0.1088,257.9,2.357,0.835
13248817,2748,200,D,0-0,0.54,0.2429,0.217,0.5308,0.2614,0.2078,205.7,1.672,0.963
13248979,2858,419,H,4-1,0.802,0.1245,0.0735,0.7974,0.1336,0.0689,426.7,2.911,0.8
13249049,2748,200,A,0-1,0.3283,0.2765,0.3952,0.3039,0.3284,0.3678,16.8,1.126,1.263
13249053,2748,200,H,2-1,0.2879,0.2319,0.4802,0.2705,0.2729,0.4566,21.4,1.33,1.778
13249056,2748,200,H,3-2,0.436,0.2528,0.3112,0.4134,0.2942,0.2924,40.0,1.512,1.238
13249069,2748,200,H,1-0,0.3774,0.252,0.3706,0.3655,0.2759,0.3587,103.1,1.415,1.4
13249074,2894,499,H,2-1,0.2587,0.2494,0.4919,0.2402,0.2951,0.4648,26.8,1.087,1.596
13249082,2894,499,D,1-1,0.4973,0.2559,0.2468,0.4865,0.2769,0.2366,133.9,1.54,1.004
13249085,2894,499,A,1-3,0.485,0.2477,0.2673,0.4714,0.2729,0.2556,96.1,1.609,1.129
13249298,2747,423,H,4-0,0.7589,0.1529,0.0882,0.7531,0.1646,0.0824,422.0,2.489,0.727
13249307,2747,423,A,1-5,0.2889,0.2661,0.4451,0.2699,0.3091,0.4211,44.4,1.082,1.411
13249484,2745,477,A,0-1,0.4349,0.2533,0.3118,0.4109,0.2971,0.2919,32.1,1.505,1.235
13249672,2858,419,A,1-4,0.1653,0.2241,0.6106,0.1512,0.2682,0.5806,29.9,0.829,1.829
13249775,2748,200,H,5-0,0.7178,0.1703,0.1119,0.7113,0.1832,0.1055,223.7,2.358,0.815
13249794,2747,423,D,1-1,0.2364,0.2408,0.5227,0.2216,0.2778,0.5006,52.6,1.057,1.694
13249806,2745,477,D,0-0,0.5582,0.2159,0.226,0.5503,0.2315,0.2181,159.7,1.996,1.2
13249814,2894,499,H,2-0,0.567,0.2271,0.2059,0.5584,0.2443,0.1973,215.1,1.838,1.013
13249873,2858,419,H,2-1,0.2478,0.2618,0.4904,0.2302,0.305,0.4648,44.2,0.974,1.485
13249967,2748,200,H,2-1,0.2243,0.2068,0.5689,0.2166,0.2232,0.5603,123.5,1.277,2.128
13249968,2894,499,D,2-2,0.4983,0.2488,0.2529,0.4888,0.2678,0.2434,340.9,1.605,1.069
13249985,2858,419,H,1-0,0.3175,0.2571,0.4255,0.3029,0.288,0.4092,76.2,1.224,1.459
13451507,2894,499,A,1-2,0.2836,0.2545,0.4619,0.2685,0.288,0.4434,67.3,1.139,1.526
13451526,2747,423,H,2-1,0.4665,0.2539,0.2796,0.4529,0.2795,0.2676,97.2,1.536,1.13
13451528,2858,419,A,0-1,0.3403,0.2642,0.3955,0.3289,0.2872,0.3839,119.8,1.234,1.352
13605224,2745,477,D,1-1,0.4864,0.2503,0.2633,0.4769,0.2693,0.2538,205.8,1.585,1.098
13605239,2894,499,A,1-2,0.4639,0.2555,0.2806,0.4397,0.298,0.2623,40.6,1.518,1.122
13605253,2748,200,A,1-3,0.2966,0.2505,0.453,0.2855,0.2734,0.4411,109.7,1.209,1.554
13605255,2747,423,H,1-0,0.3932,0.2661,0.3407,0.3831,0.2863,0.3306,155.8,1.334,1.222
13605256,2747,423,A,2-3,0.3423,0.2583,0.3994,0.3325,0.2779,0.3896,163.8,1.282,1.406
13605261,2858,419,A,0-1,0.5071,0.2622,0.2307,0.4922,0.2891,0.2187,95.7,1.491,0.912
13605383,2747,423,H,1-0,0.689,0.1908,0.1202,0.6818,0.2053,0.1129,200.3,2.106,0.745
13675439,2747,423,A,0-3,0.1002,0.165,0.7348,0.094,0.1775,0.7285,243.4,0.754,2.376
13675620,2858,419,H,1-0,0.4354,0.2627,0.3019,0.4137,0.3023,0.2839,52.2,1.426,1.141
13675708,2894,499,A,0-1,0.4479,0.2535,0.2985,0.4375,0.2741,0.2884,136.8,1.519,1.193
13675901,2745,477,H,1-0,0.0366,0.0759,0.8876,0.0339,0.0813,0.8849,236.2,0.71,3.624
13675905,2745,477,D,1-1,0.5696,0.2154,0.215,0.5617,0.2312,0.2071,269.8,1.993,1.148
13675908,2745,477,A,1-3,0.4306,0.2596,0.3098,0.4051,0.3061,0.2888,27.1,1.444,1.185
13675910,2745,477,H,1-0,0.6611,0.1906,0.1483,0.6539,0.2049,0.1412,422.4,2.208,0.943
13676221,2747,423,D,1-1,0.6351,0.2082,0.1567,0.626,0.2254,0.1485,136.2,1.995,0.874
13676679,2858,419,H,3-0,0.8853,0.0812,0.0335,0.8823,0.0873,0.0304,433.7,3.328,0.568
13676757,2748,200,H,2-1,0.3716,0.2562,0.3722,0.3474,0.3046,0.348,3.5,1.368,1.369
13676918,2894,499,H,2-1,0.3725,0.2611,0.3664,0.358,0.29,0.352,84.8,1.331,1.318
13677055,2745,477,H,3-0,0.3302,0.2466,0.4231,0.309,0.2927,0.3984,5.3,1.342,1.55
13677063,2747,423,H,6-2,0.7062,0.1707,0.1231,0.6999,0.1834,0.1167,281.0,2.412,0.907
13677081,2858,419,H,3-0,0.4488,0.2549,0.2963,0.4319,0.2862,0.2819,74.5,1.508,1.176
13677264,2894,499,A,0-1,0.4047,0.2693,0.326,0.3912,0.2957,0.3131,100.2,1.33,1.164
13677267,2748,200,H,2-1,0.5807,0.2205,0.1988,0.5724,0.2372,0.1905,198.5,1.911,1.024
13677280,2858,419,H,3-2,0.6789,0.1942,0.1269,0.6715,0.2089,0.1195,218.2,2.088,0.772
13931821,2894,499,H,3-1,0.2757,0.2398,0.4845,0.2633,0.2672,0.4695,81.1,1.218,1.69
13931844,2748,200,A,0-3,0.3671,0.2564,0.3765,0.3519,0.2868,0.3612,76.7,1.356,1.376
13932045,2858,419,H,2-1,0.5054,0.2532,0.2414,0.4958,0.2724,0.2318,223.9,1.568,1.0
13932128,2748,200,A,1-3,0.2999,0.2525,0.4476,0.287,0.2801,0.4329,86.8,1.205,1.528
13932138,2748,200,A,0-1,0.5824,0.2315,0.1861,0.5736,0.2492,0.1773,260.5,1.774,0.89
13932142,2748,200,D,1-1,0.4205,0.2441,0.3354,0.4115,0.2622,0.3263,144.8,1.571,1.379
13932144,2748,200,A,0-1,0.3898,0.2659,0.3443,0.3747,0.2955,0.3298,84.8,1.329,1.232
13932153,2894,499,A,0-4,0.2184,0.2251,0.5566,0.2042,0.2625,0.5333,42.9,1.088,1.871
13932156,2894,499,H,2-0,0.5988,0.2223,0.1789,0.5885,0.2416,0.1699,123.5,1.867,0.909
13932162,2894,499,H,1-0,0.2176,0.2467,0.5357,0.2061,0.273,0.521,93.1,0.944,1.634
13932270,2747,423,A,0-3,0.2733,0.2284,0.4983,0.257,0.2676,0.4753,28.2,1.305,1.832
13932277,2747,423,H,1-0,0.3983,0.2659,0.3358,0.3727,0.3145,0.3128,22.4,1.344,1.211
13932279,2747,423,D,2-2,0.5982,0.2156,0.1862,0.5901,0.2319,0.178,296.4,1.956,0.992
13932584,2745,477,H,2-0,0.6025,0.2173,0.1802,0.5942,0.2338,0.172,239.0,1.927,0.948
13932804,2858,419,D,1-1,0.5478,0.2351,0.2171,0.5375,0.2549,0.2076,128.1,1.754,1.012
13932881,2748,200,D,0-0,0.2504,0.2393,0.5103,0.2323,0.2855,0.4822,11.4,1.124,1.708
13932886,2745,477,D,1-1,0.2349,0.2221,0.543,0.2192,0.2636,0.5172,17.0,1.19,1.916
13932893,2747,423,D,0-0,0.3335,0.2617,0.4048,0.3109,0.3098,0.3794,20.6,1.235,1.388
13932937,2894,499,A,0-1,0.4321,0.2531,0.3148,0.4173,0.2812,0.3015,84.5,1.503,1.246
13933021,2858,419,A,0-2,0.6381,0.2208,0.1411,0.6299,0.2373,0.1328,152.9,1.824,0.717
13933022,2858,419,H,2-1,0.5111,0.2495,0.2394,0.5016,0.2685,0.2299,220.7,1.604,1.014
13933054,2745,477,D,0-0,0.4359,0.2456,0.3185,0.4154,0.2835,0.3011,46.1,1.58,1.316
13933109,2748,200,A,0-1,0.2728,0.2156,0.5116,0.2616,0.2414,0.497,67.1,1.429,2.014
13933110,2894,499,A,1-2,0.396,0.2484,0.3556,0.3855,0.2693,0.3452,122.9,1.485,1.395
13933126,2858,419,A,1-2,0.2608,0.2231,0.5161,0.2444,0.2644,0.4912,4.0,1.3,1.906
15063594,2745,477,H,4-0,0.7799,0.1296,0.0905,0.7755,0.1384,0.0861,251.7,3.0,0.974
15063622,2858,419,H,4-0,0.6814,0.1913,0.1273,0.6742,0.2058,0.12,183.7,2.126,0.792
15063623,2748,200,A,0-3,0.156,0.1984,0.6456,0.1485,0.2133,0.6382,163.1,0.936,2.121
15120368,2747,423,H,3-1,0.4574,0.2329,0.3097,0.4442,0.2578,0.2981,83.6,1.745,1.401
15120617,2858,419,D,0-0,0.1372,0.1977,0.6651,0.1292,0.2159,0.655,116.7,0.818,2.076
15120791,2894,499,H,3-1,0.7318,0.1656,0.1026,0.7255,0.1782,0.0963,337.5,2.379,0.77
15121065,2745,477,H,4-0,0.7355,0.1599,0.1045,0.7295,0.1719,0.0985,283.4,2.486,0.83
15121066,2745,477,H,2-1,0.4846,0.2476,0.2678,0.4752,0.2664,0.2584,170.1,1.61,1.131
15121067,2745,477,H,3-2,0.4041,0.2571,0.3388,0.3795,0.3039,0.3167,21.6,1.424,1.282
15121068,2745,477,H,2-0,0.3439,0.2604,0.3958,0.3201,0.31,0.3699,3.9,1.27,1.382
15121070,2745,477,H,3-2,0.3559,0.263,0.3811,0.3459,0.283,0.3711,150.2,1.28,1.334
15121612,2747,423,D,0-0,0.2545,0.2407,0.5048,0.2439,0.2634,0.4927,105.8,1.131,1.691
15121618,2747,423,A,1-2,0.3364,0.2618,0.4018,0.3131,0.311,0.3759,13.5,1.242,1.382
15121621,2747,423,A,1-4,0.3509,0.2563,0.3927,0.3275,0.3048,0.3677,5.9,1.318,1.41
15121629,2747,423,D,3-3,0.6543,0.1904,0.1553,0.6472,0.2045,0.1483,305.6,2.233,0.993
15121636,2747,423,A,1-2,0.4164,0.2674,0.3162,0.3966,0.3047,0.2988,61.0,1.362,1.151
15121796,2858,419,A,2-3,0.4113,0.2759,0.3127,0.4009,0.2967,0.3023,180.1,1.293,1.09
15121845,2748,200,A,1-3,0.2371,0.2424,0.5205,0.2187,0.2906,0.4907,3.9,1.049,1.677
15122013,2894,499,A,1-2,0.5744,0.2131,0.2125,0.5666,0.2287,0.2047,225.4,2.021,1.153
15122144,2858,419,A,0-2,0.3038,0.2506,0.4456,0.2857,0.291,0.4233,42.2,1.231,1.544
15122148,2745,477,H,5-1,0.3734,0.2422,0.3844,0.3518,0.2859,0.3623,13.2,1.496,1.521
15122156,2747,423,H,2-0,0.4497,0.2749,0.2754,0.4394,0.2955,0.2651,160.3,1.35,0.992
15122358,2894,499,A,1-3,0.1793,0.2186,0.6021,0.171,0.2352,0.5938,199.0,0.934,1.91
15122361,2858,419,A,0-1,0.108,0.1695,0.7225,0.1016,0.1823,0.7161,184.5,0.789,2.351
15122362,2748,200,H,2-1,0.8224,0.1152,0.0623,0.8182,0.1238,0.0581,357.2,2.978,0.735
15350692,2894,499,H,4-0,0.7163,0.1709,0.1128,0.7099,0.1838,0.1063,334.2,2.355,0.819
15350724,2748,200,H,2-1,0.3406,0.25,0.4095,0.3184,0.297,0.3847,0.7,1.343,1.496
15350991,2858,419,D,2-2,0.2912,0.2502,0.4586,0.2732,0.2911,0.4356,41.4,1.193,1.562
15351117,2748,200,A,1-3,0.4594,0.2685,0.2721,0.4478,0.2912,0.2611,126.2,1.407,1.017
15351120,2748,200,D,1-1,0.4042,0.2611,0.3347,0.3943,0.281,0.3247,149.2,1.391,1.242
15351132,2748,200,H,4-2,0.4215,0.2455,0.333,0.4113,0.2656,0.3231,128.8,1.559,1.36
15351135,2748,200,D,2-2,0.4924,0.2441,0.2635,0.4815,0.2652,0.2533,120.7,1.65,1.14
15351154,2894,499,D,1-1,0.5168,0.2511,0.2321,0.506,0.2721,0.2219,129.8,1.59,0.976
15351158,2894,499,A,0-3,0.424,0.2656,0.3103,0.3995,0.3107,0.2898,36.9,1.387,1.146
15351160,2894,499,H,5-0,0.5044,0.2463,0.2493,0.495,0.265,0.24,219.3,1.633,1.072
15351443,2747,423,H,6-3,0.8352,0.1073,0.0575,0.8313,0.1151,0.0536,324.5,3.105,0.742
15351614,2745,477,D,1-1,0.332,0.2567,0.4112,0.3094,0.3052,0.3854,8.8,1.267,1.439
15351765,2858,419,H,1-0,0.3549,0.2671,0.3779,0.3325,0.3129,0.3546,34.2,1.248,1.297
15351870,2748,200,H,4-1,0.5037,0.2371,0.2592,0.4948,0.2549,0.2503,246.1,1.731,1.176
15351885,2745,477,A,2-3,0.4185,0.2572,0.3243,0.3921,0.3063,0.3017,2.2,1.447,1.243
15351905,2747,423,D,0-0,0.481,0.2485,0.2705,0.4652,0.2773,0.2575,81.4,1.598,1.135
15351921,2894,499,H,1-0,0.4243,0.263,0.3126,0.4143,0.2831,0.3026,210.0,1.408,1.169
15351960,2858,419,A,3-5,0.383,0.2704,0.3466,0.3583,0.3183,0.3233,28.7,1.284,1.207
15352015,2748,200,H,1-0,0.4044,0.2391,0.3565,0.3946,0.2586,0.3468,123.1,1.594,1.484
15352016,2894,499,H,3-0,0.5415,0.2402,0.2183,0.5323,0.2585,0.2092,286.7,1.7,0.985
15352017,2858,419,D,1-1,0.7039,0.1738,0.1223,0.6974,0.1868,0.1158,408.9,2.358,0.876
15524228,2894,499,A,1-2,0.2314,0.2309,0.5377,0.2144,0.2763,0.5093,5.9,1.105,1.805
15524238,2858,419,H,2-1,0.5838,0.2323,0.1839,0.5741,0.2511,0.1749,141.9,1.764,0.876
15524240,2747,423,H,4-0,0.5473,0.2255,0.2271,0.5371,0.2449,0.218,119.8,1.869,1.126
15686712,2745,477,A,1-2,0.4841,0.2331,0.2828,0.4756,0.2502,0.2742,172.2,1.766,1.3
15686744,2858,419,A,1-2,0.3698,0.2675,0.3627,0.3547,0.2976,0.3477,83.5,1.278,1.263
15686747,2748,200,D,1-1,0.6178,0.2017,0.1805,0.6104,0.2165,0.1731,203.2,2.133,1.066
15763206,2858,419,H,3-1,0.3581,0.2682,0.3737,0.3469,0.2907,0.3624,127.6,1.248,1.281
15763619,2894,499,A,1-2,0.3705,0.2559,0.3736,0.354,0.289,0.357,67.3,1.367,1.374
15763941,2745,477,H,4-0,0.6215,0.2007,0.1778,0.6141,0.2155,0.1704,357.6,2.142,1.057
15763942,2745,477,D,1-1,0.3128,0.2499,0.4373,0.2916,0.2971,0.4113,6.7,1.264,1.54
15763947,2745,477,H,3-0,0.201,0.213,0.586,0.1878,0.25,0.5622,37.2,1.093,2.01
15763949,2745,477,D,1-1,0.366,0.2558,0.3782,0.3479,0.2922,0.3599,56.9,1.358,1.385
15764452,2747,423,H,2-1,0.2905,0.2484,0.4611,0.2795,0.2716,0.449,106.9,1.204,1.582
15764454,2747,423,H,3-0,0.608,0.2243,0.1677,0.5995,0.2414,0.1591,294.2,1.83,0.839
15764459,2747,423,H,4-0,0.8883,0.0762,0.0355,0.8855,0.0818,0.0327,511.3,3.57,0.676
15764460,2747,423,H,5-1,0.5029,0.2356,0.2615,0.4941,0.2532,0.2527,148.7,1.748,1.197
15764605,2858,419,H,2-1,0.6218,0.2078,0.1704,0.614,0.2235,0.1625,302.5,2.029,0.958
15764687,2748,200,A,1-2,0.6957,0.1845,0.1198,0.6887,0.1986,0.1128,340.8,2.188,0.781
15764795,2894,499,H,2-0,0.5922,0.2166,0.1912,0.584,0.2329,0.183,204.7,1.95,1.012
15764862,2858,419,D,1-1,0.2245,0.2292,0.5463,0.2151,0.2492,0.5357,118.8,1.086,1.824
15764864,2745,477,D,2-2,0.1738,0.1868,0.6394,0.1623,0.2234,0.6142,1.4,1.157,2.351
15764877,2747,423,A,0-1,0.3766,0.2446,0.3788,0.3541,0.2898,0.3562,2.9,1.48,1.485
15765048,2894,499,D,1-1,0.473,0.2558,0.2713,0.4632,0.2752,0.2615,157.9,1.524,1.089
15765051,2858,419,A,0-1,0.0974,0.161,0.7415,0.0913,0.1732,0.7354,225.8,0.756,2.421
15765061,2748,200,D,0-0,0.0803,0.134,0.7857,0.0753,0.144,0.7807,227.8,0.795,2.777
16082627,2894,499,D,1-1,0.4495,0.2633,0.2872,0.4395,0.2834,0.2772,169.0,1.437,1.093
16082693,2748,200,A,0-2,0.3066,0.2341,0.4592,0.2973,0.2533,0.4494,123.3,1.378,1.732
16082786,2858,419,D,0-0,0.2821,0.2638,0.4541,0.271,0.2867,0.4423,120.4,1.075,1.439
16083175,2894,499,H,2-0,0.5301,0.2457,0.2241,0.5208,0.2644,0.2148,187.2,1.644,0.976
16083181,2894,499,H,2-1,0.4947,0.2423,0.263,0.4691,0.2857,0.2452,28.5,1.67,1.152
16083187,2894,499,D,2-2,0.479,0.2469,0.274,0.4567,0.286,0.2574,46.5,1.612,1.159
16083317,2748,200,A,2-3,0.3405,0.2603,0.3992,0.3182,0.3071,0.3746,24.7,1.263,1.389
16083319,2748,200,H,2-1,0.4144,0.2632,0.3223,0.3997,0.2916,0.3087,88.9,1.391,1.195
16083320,2748,200,H,3-2,0.3815,0.265,0.3535,0.3714,0.2851,0.3435,152.1,1.32,1.26
16083328,2748,200,A,1-2,0.3196,0.2544,0.426,0.2979,0.3018,0.4002,15.4,1.25,1.482
16083456,2747,423,H,2-1,0.4458,0.2525,0.3017,0.4357,0.2726,0.2918,144.1,1.527,1.211
16083473,2747,423,H,3-1,0.4789,0.2598,0.2613,0.469,0.2795,0.2514,210.7,1.494,1.031
16083611,2745,477,H,5-2,0.4013,0.2415,0.3573,0.3871,0.2691,0.3437,77.1,1.563,1.463
16083763,2858,419,D,2-2,0.3011,0.2664,0.4326,0.2863,0.2979,0.4158,78.7,1.116,1.393
16083885,2748,200,H,3-0,0.6795,0.1872,0.1333,0.6724,0.2014,0.1262,234.1,2.204,0.861
16083892,2745,477,D,2-2,0.2968,0.2556,0.4476,0.2818,0.2882,0.43,70.5,1.173,1.5
16083914,2747,423,H,3-2,0.3648,0.2319,0.4033,0.3456,0.2715,0.3829,18.0,1.581,1.672
16083928,2894,499,A,1-4,0.1241,0.1777,0.6982,0.1174,0.1911,0.6915,179.7,0.86,2.306
16083971,2858,419,H,1-0,0.3243,0.2542,0.4215,0.3074,0.2902,0.4024,58.0,1.265,1.477
16083997,2745,477,A,0-1,0.3125,0.255,0.4325,0.2998,0.2815,0.4186,92.4,1.225,1.487
16084028,2747,423,A,1-2,0.3797,0.2565,0.3638,0.3556,0.304,0.3404,15.0,1.383,1.348
16084063,2894,499,H,2-1,0.6194,0.2175,0.1631,0.6111,0.2341,0.1548,223.4,1.897,0.854
16084064,2748,200,H,1-0,0.36,0.2499,0.3901,0.3415,0.2876,0.3709,49.0,1.393,1.46
16084065,2858,419,H,1-0,0.7548,0.153,0.0922,0.749,0.1646,0.0864,332.3,2.518,0.766
16326603,2894,499,A,0-4,0.4043,0.2546,0.341,0.3801,0.3008,0.3191,21.0,1.445,1.307
16326615,2858,419,D,1-1,0.2697,0.2626,0.4677,0.2515,0.3053,0.4432,44.5,1.043,1.462
16326618,2747,423,D,1-1,0.3064,0.2555,0.4381,0.2907,0.2894,0.4198,65.8,1.203,1.489
16501803,2745,477,A,0-3,0.2203,0.2289,0.5507,0.2096,0.2538,0.5366,89.2,1.069,1.825
16501827,2858,419,D,0-0,0.5133,0.25,0.2367,0.4979,0.2775,0.2246,88.3,1.6,1.001
16501828,2748,200,A,0-3,0.2974,0.2569,0.4457,0.2779,0.3009,0.4212,35.1,1.166,1.487
16501830,2747,423,H,2-0,0.3343,0.2517,0.414,0.3149,0.2929,0.3922,39.2,1.312,1.488
16575261,2747,423,D,0-0,0.434,0.2436,0.3224,0.419,0.2721,0.309,76.7,1.597,1.345
16575301,2858,419,D,1-1,0.5872,0.2322,0.1806,0.5784,0.2498,0.1718,163.7,1.762,0.86
16575759,2894,499,H,1-0,0.3771,0.2623,0.3606,0.3556,0.3047,0.3396,42.1,1.331,1.296
16576063,2745,477,H,5-1,0.3949,0.2481,0.357,0.3757,0.2856,0.3387,47.8,1.487,1.402
16576064,2745,477,D,2-2,0.3118,0.2429,0.4453,0.2955,0.2787,0.4258,51.4,1.318,1.62
16576065,2745,477,H,4-1,0.5761,0.2229,0.201,0.5611,0.2485,0.1904,84.4,1.884,1.019
16576066,2745,477,A,0-2,0.4455,0.246,0.3085,0.4273,0.2796,0.2931,61.0,1.588,1.282
16576537,2747,423,D,2-2,0.4565,0.2567,0.2867,0.4282,0.3064,0.2654,5.3,1.5,1.134
16576546,2747,423,H,1-0,0.48,0.2626,0.2574,0.4646,0.2909,0.2445,90.1,1.472,1.002
16576643,2858,419,D,2-2,0.7458,0.1633,0.0909,0.7396,0.1757,0.0847,223.9,2.343,0.683
16576722,2748,200,D,0-0,0.5026,0.2399,0.2575,0.4935,0.258,0.2485,146.4,1.699,1.148
16576869,2894,499,A,0-1,0.3616,0.2741,0.3643,0.3386,0.3202,0.3412,37.3,1.216,1.222
16576965,2858,419,A,0-1,0.3913,0.275,0.3337,0.3682,0.3193,0.3125,43.5,1.267,1.148
16576967,2745,477,H,3-2,0.6261,0.2101,0.1637,0.6181,0.2261,0.1558,294.0,1.986,0.903
16576981,2747,423,H,2-0,0.6871,0.1803,0.1327,0.6803,0.1937,0.1259,318.5,2.304,0.908
16577191,2894,499,H,2-1,0.4707,0.2508,0.2785,0.4612,0.2698,0.269,211.9,1.568,1.147
16577196,2858,419,A,0-1,0.4758,0.242,0.2822,0.4494,0.2877,0.2629,9.9,1.66,1.224
16577210,2748,200,H,1-0,0.631,0.2034,0.1656,0.6233,0.2187,0.158,289.0,2.077,0.961
16875652,2894,499,H,2-0,0.7067,0.168,0.1253,0.7005,0.1803,0.1192,403.2,2.471,0.949
16875737,2748,200,H,3-2,0.5448,0.2329,0.2223,0.536,0.2505,0.2135,216.3,1.78,1.05
16875831,2858,419,A,1-2,0.3457,0.2651,0.3892,0.3215,0.3153,0.3632,10.9,1.241,1.334
16876316,2894,499,D,0-0,0.4124,0.2438,0.3438,0.4033,0.2619,0.3348,174.3,1.56,1.405
16876321,2894,499,D,2-2,0.3944,0.2633,0.3423,0.371,0.3082,0.3208,34.8,1.356,1.245
16876434,2748,200,D,1-1,0.3267,0.2624,0.4109,0.304,0.311,0.3849,18.7,1.212,1.392
16876441,2748,200,H,4-1,0.471,0.2561,0.2729,0.4613,0.2756,0.2631,194.0,1.52,1.093
16876448,2748,200,H,3-2,0.5462,0.2238,0.2299,0.5379,0.2404,0.2216,158.7,1.892,1.153
16876453,2748,200,D,1-1,0.5176,0.2425,0.2399,0.5064,0.2639,0.2298,117.8,1.676,1.06
16876570,2747,423,A,0-2,0.2755,0.2673,0.4572,0.2584,0.3062,0.4353,57.2,1.034,1.414
16876582,2747,423,A,0-1,0.164,0.1987,0.6373,0.1562,0.2155,0.6283,125.4,0.986,2.138
16876591,2747,423,D,0-0,0.3258,0.2421,0.4321,0.3161,0.2618,0.4221,128.1,1.368,1.61
16876593,2747,423,D,1-1,0.2976,0.2587,0.4436,0.2771,0.3053,0.4176,26.9,1.155,1.469
16876702,2745,477,H,3-2,0.583,0.2178,0.1993,0.5748,0.2341,0.1911,190.5,1.945,1.046
16876854,2858,419,H,3-1,0.4638,0.236,0.3001,0.4545,0.2545,0.291,137.6,1.716,1.339
16876953,2748,200,D,1-1,0.6074,0.2135,0.1791,0.5993,0.2297,0.171,323.0,1.971,0.967
16876961,2745,477,H,2-0,0.4423,0.2552,0.3025,0.4261,0.2855,0.2884,77.9,1.498,1.194
16876975,2747,423,H,1-0,0.3088,0.2202,0.471,0.2934,0.2555,0.4512,27.4,1.53,1.925
